token_id,timestamp,open_price,high_price,low_price,close_price
ADA,2025-08-27T08:00:00.000Z,0.674518,0.706252,0.674518,0.679812
ALGO,2025-08-27T08:00:00.000Z,0.314779,0.314779,0.299639,0.306831
ATOM,2025-08-27T08:00:00.000Z,9.501964,9.501964,9.003178,9.003178
AVAX,2025-08-27T08:00:00.000Z,36.907105,38.23752,36.883836,38.23752
BTC,2025-08-27T08:00:00.000Z,52042.953545,53080.779479,52042.953545,52198.098151
DOT,2025-08-27T08:00:00.000Z,5.184419,5.446002,5.184419,5.271856
ETH,2025-08-27T08:00:00.000Z,2417.785842,2531.370582,2417.785842,2506.770583
LINK,2025-08-27T08:00:00.000Z,29.064085,29.064085,28.334754,28.918076
MATIC,2025-08-27T08:00:00.000Z,0.623715,0.643692,0.598718,0.643692
SOL,2025-08-27T08:00:00.000Z,34.258892,35.159328,33.711721,35.159328
ADA,2025-08-27T08:15:00.000Z,0.679812,0.679812,0.641824,0.641824
ALGO,2025-08-27T08:15:00.000Z,0.306831,0.318671,0.306831,0.308541
ATOM,2025-08-27T08:15:00.000Z,9.003178,9.003178,8.836648,8.836648
AVAX,2025-08-27T08:15:00.000Z,38.23752,38.23752,36.323652,37.653413
BTC,2025-08-27T08:15:00.000Z,52198.098151,54678.213038,52198.098151,54678.213038
DOT,2025-08-27T08:15:00.000Z,5.271856,5.424102,5.271856,5.327792
ETH,2025-08-27T08:15:00.000Z,2506.770583,2559.795831,2493.565609,2493.565609
LINK,2025-08-27T08:15:00.000Z,28.918076,28.918076,26.863091,26.863091
MATIC,2025-08-27T08:15:00.000Z,0.643692,0.643692,0.602082,0.602082
SOL,2025-08-27T08:15:00.000Z,35.159328,37.983359,35.159328,37.983359
ADA,2025-08-27T08:30:00.000Z,0.641824,0.641824,0.57747,0.57747
ALGO,2025-08-27T08:30:00.000Z,0.308541,0.31247,0.307572,0.307572
ATOM,2025-08-27T08:30:00.000Z,8.836648,8.836648,8.410113,8.410113
AVAX,2025-08-27T08:30:00.000Z,37.653413,37.653413,36.027882,36.764542
BTC,2025-08-27T08:30:00.000Z,54678.213038,55561.280533,54482.451164,55561.280533
DOT,2025-08-27T08:30:00.000Z,5.327792,5.327792,5.19708,5.313095
ETH,2025-08-27T08:30:00.000Z,2493.565609,2641.425799,2493.565609,2641.425799
LINK,2025-08-27T08:30:00.000Z,26.863091,27.523661,26.442734,26.442734
MATIC,2025-08-27T08:30:00.000Z,0.602082,0.602082,0.575489,0.583222
SOL,2025-08-27T08:30:00.000Z,37.983359,37.983359,36.0894,36.0894
ADA,2025-08-27T08:45:00.000Z,0.57747,0.597388,0.57747,0.589806
ALGO,2025-08-27T08:45:00.000Z,0.307572,0.311154,0.29998,0.308132
ATOM,2025-08-27T08:45:00.000Z,8.410113,8.573671,8.410113,8.505546
AVAX,2025-08-27T08:45:00.000Z,36.764542,37.959818,36.764542,37.959818
BTC,2025-08-27T08:45:00.000Z,55561.280533,57271.669879,55561.280533,57174.100792
DOT,2025-08-27T08:45:00.000Z,5.313095,5.370142,5.209705,5.363454
ETH,2025-08-27T08:45:00.000Z,2641.425799,2713.828951,2581.68741,2713.828951
LINK,2025-08-27T08:45:00.000Z,26.442734,26.442734,24.430969,24.430969
MATIC,2025-08-27T08:45:00.000Z,0.583222,0.583222,0.553612,0.553612
SOL,2025-08-27T08:45:00.000Z,36.0894,36.506593,35.24631,36.506593
ADA,2025-08-27T09:00:00.000Z,0.589806,0.610053,0.589806,0.593723
ALGO,2025-08-27T09:00:00.000Z,0.308132,0.315558,0.302935,0.302935
ATOM,2025-08-27T09:00:00.000Z,8.505546,8.704544,8.260715,8.704544
AVAX,2025-08-27T09:00:00.000Z,37.959818,40.149258,37.959818,40.149258
BTC,2025-08-27T09:00:00.000Z,57174.100792,57801.402867,56806.459657,57801.402867
DOT,2025-08-27T09:00:00.000Z,5.363454,5.363454,5.061412,5.061412
ETH,2025-08-27T09:00:00.000Z,2713.828951,2766.396996,2701.54523,2701.54523
