token_id,timestamp,open_price,high_price,low_price,close_price
ADA,2025-08-26T08:00:00.000Z,0.445045,0.460882,0.445045,0.460552
ALGO,2025-08-26T08:00:00.000Z,0.234967,0.234967,0.217987,0.217987
ATOM,2025-08-26T08:00:00.000Z,11.252607,11.252607,10.943496,10.968951
AVAX,2025-08-26T08:00:00.000Z,31.905827,32.995356,31.905827,32.744381
BTC,2025-08-26T08:00:00.000Z,44323.758895,45547.992051,44323.758895,45547.992051
DOT,2025-08-26T08:00:00.000Z,5.665385,5.787931,5.60121,5.623034
ETH,2025-08-26T08:00:00.000Z,2449.299441,2454.139961,2393.460089,2393.460089
LINK,2025-08-26T08:00:00.000Z,18.400275,19.269743,18.400275,19.269743
MATIC,2025-08-26T08:00:00.000Z,0.641105,0.68838,0.641105,0.68838
SOL,2025-08-26T08:00:00.000Z,69.494044,72.484684,69.494044,71.585228
ADA,2025-08-26T08:15:00.000Z,0.460552,0.46411,0.450049,0.46411
ALGO,2025-08-26T08:15:00.000Z,0.217987,0.217987,0.200853,0.203266
ATOM,2025-08-26T08:15:00.000Z,10.968951,11.380682,10.968951,11.172673
AVAX,2025-08-26T08:15:00.000Z,32.744381,34.9214,32.744381,34.9214
BTC,2025-08-26T08:15:00.000Z,45547.992051,45547.992051,44346.098684,44346.098684
DOT,2025-08-26T08:15:00.000Z,5.623034,5.623034,5.298272,5.3858
ETH,2025-08-26T08:15:00.000Z,2393.460089,2410.656179,2350.964054,2350.964054
LINK,2025-08-26T08:15:00.000Z,19.269743,19.590804,19.155586,19.590804
MATIC,2025-08-26T08:15:00.000Z,0.68838,0.730407,0.68838,0.709053
SOL,2025-08-26T08:15:00.000Z,71.585228,71.585228,67.521694,67.521694
ADA,2025-08-26T08:30:00.000Z,0.46411,0.4768,0.46411,0.4768
ALGO,2025-08-26T08:30:00.000Z,0.203266,0.22528,0.203266,0.22528
ATOM,2025-08-26T08:30:00.000Z,11.172673,11.434666,11.060299,11.060299
AVAX,2025-08-26T08:30:00.000Z,34.9214,34.9214,33.233367,33.233367
